NOP                                  |       |  Do nothing code. Used as a placeholder by the bytecode optimizer
IMPORT_NAME(namei)                   |       |  Imports the module co_names[namei]. TOS and TOS1 are popped and provide the fromlist and level arguments of __import__(). The module object is pushed onto the stack. The current namespace is not affected: for a proper import statement, a subsequent STORE_FAST instruction modifies the namespace.
IMPORT_FROM(namei)                   |       |  Loads the attribute co_names[namei] from the module found in TOS. The resulting object is pushed onto the stack, to be subsequently stored by a STORE_FAST instruction.
JUMP_FORWARD(delta)                  |       |  Increments bytecode counter by delta.
POP_JUMP_IF_TRUE(target)             |  3.1  |  If TOS is true, sets the bytecode counter to target. TOS is popped.
POP_JUMP_IF_FALSE(target)            |  3.1  |  If TOS is false, sets the bytecode counter to target. TOS is popped.
JUMP_IF_TRUE_OR_POP(target)          |  3.1  |  If TOS is true, sets the bytecode counter to target and leaves TOS on the stack. Otherwise (TOS is false), TOS is popped.
JUMP_IF_FALSE_OR_POP(target)         |  3.1  |  If TOS is false, sets the bytecode counter to target and leaves TOS on the stack. Otherwise (TOS is true), TOS is popped.
JUMP_ABSOLUTE(target)                |       |  Set bytecode counter to target.
FOR_ITER(delta)                      |       |  TOS is an iterator. Call its __next__() method. If this yields a new value, push it on the stack (leaving the iterator below it). If the iterator indicates it is exhausted TOS is popped, and the byte code counter is incremented by delta.
LOAD_GLOBAL(namei)                   |       |  Loads the global named co_names[namei] onto the stack.
SETUP_FINALLY(delta)                 |       |  Pushes a try block from a try-finally or try-except clause onto the block stack. delta points to the finally block or the first except block.
CALL_FINALLY(delta)                  |  3.8  |  Pushes the address of the next instruction onto the stack and increments bytecode counter by delta. Used for calling the finally block as a "subroutine".
LOAD_FAST(var_num)                   |       |  Pushes a reference to the local co_varnames[var_num] onto the stack.
STORE_FAST(var_num)                  |       |  Stores TOS into the local co_varnames[var_num].
DELETE_FAST(var_num)                 |       |  Deletes local co_varnames[var_num].
LOAD_CLOSURE(i)                      |       |  Pushes a reference to the cell contained in slot i of the cell and free variable storage. The name of the variable is co_cellvars[i] if i is less than the length of co_cellvars. Otherwise it is co_freevars[i - len(co_cellvars)].
LOAD_DEREF(i)                        |       |  Loads the cell contained in slot i of the cell and free variable storage. Pushes a reference to the object the cell contains on the stack.
LOAD_CLASSDEREF(i)                   |  3.4  |  Much like LOAD_DEREF but first checks the locals dictionary before consulting the cell. This is used for loading free variables in class bodies.
STORE_DEREF(i)                       |       |  Stores TOS into the cell contained in slot i of the cell and free variable storage.
DELETE_DEREF(i)                      |  3.2  |  Empties the cell contained in slot i of the cell and free variable storage. Used by the del statement.
RAISE_VARARGS(argc)                  |       |  Raises an exception. argc indicates the number of arguments to the raise statement, ranging from 0 to 3. The handler will find the traceback as TOS2, the parameter as TOS1, and the exception as TOS.
CALL_FUNCTION(argc)                  |       |  Calls a callable object with positional arguments. argc indicates the number of positional arguments. The top of the stack contains positional arguments, with the right-most argument on top. Below the arguments is a callable object to call. CALL_FUNCTION pops all arguments and the callable object off the stack, calls the callable object with those arguments, and pushes the return value returned by the callable object.
CALL_FUNCTION_KW(argc)               |       |  Calls a callable object with positional (if any) and keyword arguments. argc indicates the total number of positional and keyword arguments. The top element on the stack contains a tuple of keyword argument names. Below that are keyword arguments in the order corresponding to the tuple. Below that are positional arguments, with the right-most parameter on top. Below the arguments is a callable object to call. CALL_FUNCTION_KW pops all arguments and the callable object off the stack, calls the callable object with those arguments, and pushes the return value returned by the callable object.
CALL_FUNCTION_EX(flags)              |  3.6  |  Calls a callable object with variable set of positional and keyword arguments. If the lowest bit of flags is set, the top of the stack contains a mapping object containing additional keyword arguments. Below that is an iterable object containing positional arguments and a callable object to call. BUILD_MAP_UNPACK_WITH_CALL and BUILD_TUPLE_UNPACK_WITH_CALL can be used for merging multiple mapping objects and iterables containing arguments. Before the callable is called, the mapping object and iterable object are each "unpacked" and their contents passed in as keyword and positional arguments respectively. CALL_FUNCTION_EX pops all arguments and the callable object off the stack, calls the callable object with those arguments, and pushes the return value returned by the callable object.
LOAD_METHOD(namei)                   |  3.7  |  Loads a method named co_names[namei] from TOS object. TOS is popped and method and TOS are pushed when interpreter can call unbound method directly. TOS will be used as the first argument (self) by CALL_METHOD. Otherwise, NULL and method is pushed (method is bound method or something else).
CALL_METHOD(argc)                    |  3.7  |  Calls a method. argc is number of positional arguments. Keyword arguments are not supported. This opcode is designed to be used with LOAD_METHOD. Positional arguments are on top of the stack. Below them, two items described in LOAD_METHOD on the stack. All of them are popped and return value is pushed.
MAKE_FUNCTION(argc)                  |       |  Pushes a new function object on the stack. From bottom to top, the consumed stack must consist of values if the argument carries a specified flag value\n\n0x01 a tuple of default values for positional-only and positional-or-keyword parameters in positional order\n0x02 a dictionary of keyword-only parameters’ default values\n0x04 an annotation dictionary\n0x08 a tuple containing cells for free variables, making a closure\nthe code associated with the function (at TOS1)\nthe qualified name of the function (at TOS)
BUILD_SLICE(argc)                    |       |  Pushes a slice object on the stack. argc must be 2 or 3. If it is 2, slice(TOS1, TOS) is pushed; if it is 3, slice(TOS2, TOS1, TOS) is pushed. See the slice() built-in function for more information.
EXTENDED_ARG(ext)                    |       |  Prefixes any opcode which has an argument too big to fit into the default two bytes. ext holds two additional bytes which, taken together with the subsequent opcode’s argument, comprise a four-byte argument, ext being the two most-significant bytes.
FORMAT_VALUE(flags)                  |  3.6  |  Used for implementing formatted literal strings (f-strings). Pops an optional fmt_spec from the stack, then a required value. flags is interpreted as follows:\n\n(flags & 0x03) == 0x00: value is formatted as-is.\n(flags & 0x03) == 0x01: call str() on value before formatting it.\n(flags & 0x03) == 0x02: call repr() on value before formatting it.\n(flags & 0x03) == 0x03: call ascii() on value before formatting it.\n(flags & 0x04) == 0x04: pop fmt_spec from the stack and use it, else use an empty fmt_spec.\nFormatting is performed using PyObject_Format(). The result is pushed on the stack.
